text,feature,predicted_quantile,activation,order,expected_quantile,predicted_activation
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6656,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,293,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,5950,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,26772,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,2066,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,26801,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,1078,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19724,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30201,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,20200,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15878,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30357,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9561,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,31495,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,20771,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,17373,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27403,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15048,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16572,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,2993,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,1522,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,2458,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,26130,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9178,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,25514,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,5414,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16813,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,20627,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,28869,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,11566,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,5081,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,22408,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27273,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9550,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,25063,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,2928,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,22812,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7214,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,14611,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15125,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,575,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,12540,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,29661,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6062,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13121,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,31934,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,22596,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7287,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,29707,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23004,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,3856,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,29747,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,31234,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,25678,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,21567,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,20487,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,11494,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23266,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18515,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30125,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,192,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,25686,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16383,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,29693,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13901,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15321,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,17186,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23738,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13131,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6523,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23629,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6651,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19678,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,21494,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18643,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,545,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,3156,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18286,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,5926,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15062,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,31555,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,31179,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6328,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7139,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19399,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27884,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,26685,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,26792,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7062,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,11406,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,21891,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,22060,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,17988,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13777,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,31880,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7924,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13612,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9299,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,21407,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,29171,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10434,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9434,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15009,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,8855,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,25667,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6616,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18617,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,2602,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15666,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23780,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6349,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,17450,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,21178,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9787,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,2860,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,32655,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,29548,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,11457,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10447,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19535,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,26669,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7086,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23875,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,3294,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,29154,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,12792,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18407,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,145,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,871,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6936,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,3120,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15934,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,904,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27362,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,21496,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,31920,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9151,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6100,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,2355,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9401,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,22234,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,12529,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,24155,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15833,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,26943,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10278,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16268,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27002,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27370,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,8733,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,21910,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7867,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,28358,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,14154,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,3497,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19658,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10394,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15013,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13874,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30366,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23237,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,24113,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9819,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,31949,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,793,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,2256,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,22602,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10063,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,22939,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,28111,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7324,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27294,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,28149,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9158,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15744,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9129,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13628,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19756,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19906,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,14943,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,22793,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19375,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,12889,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,31313,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,25306,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,8680,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19488,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,24228,-1.0,-1.0,-1,-1.0,-1.0
