text,feature,predicted_quantile,activation,order,expected_quantile,predicted_activation
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",12953,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",20787,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",1926,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",17510,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",31562,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",31440,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",1081,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",16959,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",26679,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",29840,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",6795,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",23583,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",13582,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",28926,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",28615,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",24369,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",21707,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",16378,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",11706,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",26532,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",10462,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",32182,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",5654,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",19610,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",13568,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",13400,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",3875,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",13936,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",20244,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",29705,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",22759,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",23447,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",14414,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",13446,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",6684,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",19564,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",6978,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",23937,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",1576,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",9368,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",32636,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",6262,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",2647,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",15155,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",23658,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",18845,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",8267,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",30886,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",10393,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",2677,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",21290,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",23294,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",19779,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",8683,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",3780,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",23569,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",16661,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",7433,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",7077,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",21681,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",21046,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",19978,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",19103,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",17619,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",19765,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",15132,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",19808,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",18924,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",22807,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",20463,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",461,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",26295,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",27426,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",13080,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",1343,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",17204,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",25838,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",12806,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",25465,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",1299,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",26109,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",30674,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",32004,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",17744,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",3447,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",29953,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",2411,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",3647,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",18783,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",21583,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",29204,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",23430,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",28353,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",17210,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",631,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",2457,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",18562,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",8051,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",30098,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",2054,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",10788,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",7327,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",11846,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",20474,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",24904,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",16692,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",19034,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",26185,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",9484,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",27773,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",8286,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",9596,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",12747,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",22304,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",11499,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",21847,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",15279,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",2178,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",6373,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",5465,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",3106,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",31047,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",13063,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",2587,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",14560,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",25598,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",26475,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",12400,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",14846,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",16003,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",12999,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",19961,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",1606,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",12608,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",7966,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",24847,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",17175,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",28876,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",11220,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",31154,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",3383,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",7170,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",16956,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",2363,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",9938,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",8101,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",19214,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",28065,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",7416,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",1800,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",9953,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",13501,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",8982,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",25060,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",27056,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",3638,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",10258,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",17262,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",30397,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",24582,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",21833,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",5600,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",22401,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",19751,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",14544,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",14165,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",31142,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",10023,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",8555,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",23087,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",28803,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",24964,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",29003,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",18944,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",28234,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",28437,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",16805,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",12621,-1.0,-1.0,-1,-1.0,-1.0
"n**2 and give f.
48
Express -s + 0 + 0 + (-6 + 4 + 1)*(s + s - 6*<<s>>",18779,-1.0,-1.0,-1,-1.0,-1.0
