text,feature,predicted_quantile,activation,order,expected_quantile,predicted_activation
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,29963,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,6503,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,16126,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,18274,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,17569,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,1783,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,30084,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,22974,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,926,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,8232,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,29642,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,6948,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,24558,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,6032,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,6410,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,3916,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,750,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,25387,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,11634,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,32179,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,5587,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,9120,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,34,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,32641,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,7491,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,8612,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,32215,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,23069,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,5491,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,1510,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,2000,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,9175,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,28472,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,22461,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,25456,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,29217,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,19541,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,27361,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,3554,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,9288,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,28851,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,29131,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,16861,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,29163,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,10249,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,5571,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,22468,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,21635,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,9221,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,27939,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,14335,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,27980,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,7736,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,29970,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,19582,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,31725,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,29709,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,32526,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,7305,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,673,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,12087,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,287,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,1136,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,26312,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,5672,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,15386,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,15869,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,21530,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,22734,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,25314,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,28815,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,24536,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,10382,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,28934,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,11243,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,14500,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,32252,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,29980,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,27593,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,14416,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,15959,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,24841,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,3718,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,15137,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,26249,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,30195,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,14840,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,18241,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,8296,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,19090,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,32469,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,24493,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,16019,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,25244,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,18756,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,20194,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,12227,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,31531,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,1099,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,6997,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,7145,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,13413,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,12460,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,5806,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,18163,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,24151,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,17687,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,10087,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,16595,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,6682,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,28429,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,11709,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,27456,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,18611,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,20264,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,10737,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,13831,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,27496,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,11063,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,10157,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,13089,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,14273,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,20383,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,5348,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,31753,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,2136,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,24417,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,27705,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,21752,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,32690,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,10014,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,16351,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,24856,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,8692,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,24959,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,28257,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,26929,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,2131,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,19907,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,17421,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,18184,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,12351,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,14649,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,29464,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,9566,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,28272,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,18743,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,8481,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,6192,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,13144,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,19711,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,32160,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,11630,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,31454,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,28132,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,8282,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,25434,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,31039,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,8452,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,26586,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,10184,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,32170,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,5649,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,10556,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,27223,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,15962,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,13253,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,13679,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,3550,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,8230,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,14723,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,25731,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,26057,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,7791,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,24898,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,3926,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,22902,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,15730,-1.0,0.0,-1,-1.0,-1.0
 \left| \gamma_1/\lambda_1 \right|^2 + \left| \gamma_2/\lambda_2 \right|^2<< >>>,5838,-1.0,0.0,-1,-1.0,-1.0
